480.21	26
480.479	-28
480.748	-5
481.016	32
481.285	22
481.554	8
481.822	12
482.091	-18
482.359	20
482.628	23
482.897	15
483.165	-4
483.434	103
483.703	-8
483.971	-38
484.24	35
484.508	40
484.777	42
485.045	-51
485.314	-7
485.583	43
485.851	-7
486.12	19
486.388	23
486.657	22
486.925	39
487.194	5
487.462	21
487.731	71
487.999	35
488.268	13
488.536	11
488.805	47
489.073	5
489.342	-46
489.61	-10
489.879	33
490.147	11
490.416	6
490.684	5
490.952	28
491.221	26
491.489	-17
491.758	-83
492.026	29
492.295	56
492.563	12
492.831	18
493.1	19
493.368	38
493.636	17
493.905	36
494.173	-13
494.442	26
494.71	-3
494.978	-58
495.247	-31
495.515	-38
495.783	91
496.052	5
496.32	-8
496.588	26
496.856	68
497.125	14
497.393	3
497.661	8
497.93	28
498.198	32
498.466	11
498.734	23
499.003	40
499.271	31
499.539	-23
499.807	23
500.075	49
500.344	20
500.612	1
500.88	-2
501.148	74
501.416	6
501.685	-28
501.953	-5
502.221	60
502.489	-5
502.757	36
503.025	36
503.294	41
503.562	44
503.83	-22
504.098	4
504.366	64
504.634	62
504.902	48
505.17	13
505.438	31
505.707	64
505.975	52
506.243	-8
506.511	25
506.779	79
507.047	108
507.315	92
507.583	85
507.851	98
508.119	174
508.387	29
508.655	75
508.923	126
509.191	80
509.459	61
509.727	126
509.995	119
510.263	169
510.531	124
510.799	121
511.067	159
511.335	266
511.603	191
511.871	208
512.139	223
512.406	305
512.674	452
512.942	473
513.21	684
513.478	851
513.746	1155
514.014	1392
514.282	1818
514.55	2227
514.817	2774
515.085	3135
515.353	3516
515.621	3868
515.889	4361
516.157	4713
516.424	5054
516.692	5356
516.96	5536
517.228	5782
517.496	5967
517.763	6195
518.031	6276
518.299	6320
518.567	6681
518.834	7243
519.102	7545
519.37	8001
519.638	8416
519.905	8617
520.173	8758
520.441	8813
520.709	8701
520.976	8676
521.244	8402
521.512	8141
521.779	7695
522.047	7430
522.315	7359
522.582	7076
522.85	6907
523.118	6535
523.385	6564
523.653	6703
523.921	6499
524.188	6583
524.456	6786
524.723	6927
524.991	7099
525.259	7141
525.526	7062
525.794	7164
526.061	7154
526.329	7206
526.596	7103
526.864	7220
527.132	7199
527.399	6932
527.667	6648
527.934	6437
528.202	6499
528.469	6073
528.737	5927
529.004	5792
529.272	5579
529.539	5226
529.807	5091
530.074	4631
530.341	4519
530.609	4082
530.876	3752
531.144	3507
531.411	3259
531.679	2979
531.946	2652
532.214	2563
532.481	2465
532.748	2170
533.016	2041
533.283	2124
533.55	1954
533.818	1886
534.085	2024
534.353	1978
534.62	2171
534.887	2191
535.155	2383
535.422	2780
535.689	3235
535.956	3786
536.224	4582
536.491	5462
536.758	6707
537.026	8139
537.293	9780
537.56	11635
537.828	13512
538.095	15551
538.362	17542
538.629	19272
538.896	20646
539.164	22205
539.431	23386
539.698	24397
539.965	25003
540.232	26280
540.5	27335
540.767	27867
541.034	28650
541.301	28614
541.568	29320
541.836	29701
542.103	30350
542.37	30311
542.637	30181
542.904	30164
543.171	29015
543.438	28384
543.705	28039
543.972	27075
544.24	27269
544.507	27143
544.774	26676
545.041	25797
545.308	24889
545.575	24438
545.842	23906
546.109	23713
546.376	23729
546.643	23935
546.91	24873
547.177	25064
547.444	25538
547.711	26003
547.978	26406
548.245	27094
548.512	27348
548.779	27484
549.046	27839
549.313	27587
549.58	27512
549.847	27172
550.114	27381
550.381	27161
550.648	27103
550.914	26452
551.181	26092
551.448	25443
551.715	24669
551.982	23743
552.249	22559
552.516	21469
552.783	19938
553.049	18634
553.316	17082
553.583	15547
553.85	14306
554.117	12644
554.383	11400
554.65	10360
554.917	9254
555.184	8284
555.451	7328
555.717	6433
555.984	5913
556.251	5328
556.518	4681
556.784	4180
557.051	3723
557.318	3646
557.585	3064
557.851	2925
558.118	2773
558.385	2417
558.651	2424
558.918	2056
559.185	2018
559.451	1878
