480.21	19
480.479	-22
480.748	-12
481.016	-4
481.285	54
481.554	25
481.822	-12
482.091	-48
482.359	40
482.628	0
482.897	-18
483.165	-9
483.434	44
483.703	-17
483.971	-24
484.24	-8
484.508	38
484.777	39
485.045	-25
485.314	-52
485.583	8
485.851	28
486.12	-6
486.388	22
486.657	3
486.925	49
487.194	20
487.462	-13
487.731	29
487.999	62
488.268	42
488.536	-11
488.805	18
489.073	18
489.342	25
489.61	8
489.879	21
490.147	9
490.416	-15
490.684	79
490.952	3
491.221	55
491.489	14
491.758	-46
492.026	9
492.295	14
492.563	6
492.831	27
493.1	4
493.368	13
493.636	-16
493.905	48
494.173	-18
494.442	11
494.71	-10
494.978	-40
495.247	8
495.515	-8
495.783	18
496.052	47
496.32	-28
496.588	-9
496.856	36
497.125	-21
497.393	-18
497.661	-27
497.93	14
498.198	76
498.466	25
498.734	45
499.003	-22
499.271	71
499.539	4
499.807	30
500.075	2
500.344	36
500.612	46
500.88	-20
501.148	35
501.416	4
501.685	0
501.953	-23
502.221	-4
502.489	6
502.757	60
503.025	88
503.294	-39
503.562	32
503.83	51
504.098	17
504.366	25
504.634	39
504.902	29
505.17	34
505.438	-18
505.707	43
505.975	91
506.243	18
506.511	-1
506.779	37
507.047	86
507.315	77
507.583	5
507.851	51
508.119	75
508.387	73
508.655	70
508.923	89
509.191	63
509.459	62
509.727	101
509.995	60
510.263	146
510.531	90
510.799	95
511.067	89
511.335	157
511.603	156
511.871	133
512.139	167
512.406	201
512.674	222
512.942	387
513.21	446
513.478	503
513.746	775
514.014	955
514.282	1262
514.55	1564
514.817	1970
515.085	2299
515.353	2562
515.621	2849
515.889	3196
516.157	3512
516.424	3674
516.692	3976
516.96	4182
517.228	4468
517.496	4617
517.763	4543
518.031	4731
518.299	5191
518.567	5352
518.834	5578
519.102	5958
519.37	6442
519.638	6703
519.905	6828
520.173	7011
520.441	7028
520.709	6867
520.976	6677
521.244	6484
521.512	6127
521.779	5916
522.047	5626
522.315	5278
522.582	5076
522.85	4906
523.118	4656
523.385	4552
523.653	4664
523.921	4492
524.188	4473
524.456	4565
524.723	4607
524.991	4568
525.259	4707
525.526	4687
525.794	4890
526.061	4935
526.329	4880
526.596	4882
526.864	4854
