480.21	-3
480.479	-62
480.748	15
481.016	12
481.285	10
481.554	14
481.822	4
482.091	3
482.359	11
482.628	28
482.897	15
483.165	0
483.434	22
483.703	5
483.971	0
484.24	27
484.508	16
484.777	15
485.045	-45
485.314	-31
485.583	27
485.851	-8
486.12	25
486.388	15
486.657	53
486.925	54
487.194	19
487.462	10
487.731	34
487.999	29
488.268	28
488.536	42
488.805	36
489.073	11
489.342	-54
489.61	13
489.879	31
490.147	12
490.416	10
490.684	9
490.952	33
491.221	22
491.489	12
491.758	-44
492.026	17
492.295	29
492.563	8
492.831	48
493.1	56
493.368	13
493.636	-6
493.905	17
494.173	-9
494.442	36
494.71	-14
494.978	-33
495.247	2
495.515	-10
495.783	8
496.052	60
496.32	11
496.588	3
496.856	24
497.125	-9
497.393	8
497.661	-1
497.93	-17
498.198	60
498.466	53
498.734	56
499.003	-11
499.271	21
499.539	-8
499.807	27
500.075	40
500.344	22
500.612	14
500.88	39
501.148	58
501.416	52
501.685	0
501.953	-4
502.221	54
502.489	8
502.757	52
503.025	27
503.294	19
503.562	44
503.83	28
504.098	33
504.366	11
504.634	43
504.902	29
505.17	48
505.438	49
505.707	30
505.975	71
506.243	71
506.511	75
506.779	67
507.047	73
507.315	41
507.583	74
507.851	51
508.119	55
508.387	90
508.655	145
508.923	83
509.191	66
509.459	59
509.727	136
509.995	111
510.263	123
510.531	156
510.799	142
511.067	200
511.335	191
511.603	223
511.871	228
512.139	268
512.406	355
512.674	397
512.942	537
513.21	692
513.478	872
513.746	1110
514.014	1489
514.282	1802
514.55	2127
514.817	2576
515.085	2840
515.353	3358
515.621	3553
515.889	4022
516.157	4209
516.424	4513
516.692	4789
516.96	4958
517.228	5301
517.496	5283
517.763	5522
518.031	5878
518.299	6044
518.567	6330
518.834	6694
519.102	6815
519.37	7333
519.638	7585
519.905	7875
520.173	7799
520.441	7937
520.709	7946
520.976	7853
521.244	7814
521.512	7694
521.779	7311
522.047	7124
522.315	7001
522.582	6609
522.85	6657
523.118	6382
523.385	6320
523.653	6255
523.921	6301
524.188	6355
524.456	6481
524.723	6443
524.991	6647
525.259	6761
525.526	6671
525.794	6842
526.061	6934
526.329	6750
526.596	7031
526.864	7055
527.132	6927
527.399	7065
527.667	6824
527.934	6801
528.202	6769
528.469	6669
528.737	6541
529.004	6304
529.272	5970
529.539	5798
529.807	5650
530.074	5382
530.341	4879
530.609	4529
530.876	4311
531.144	3808
531.411	3552
531.679	3254
531.946	2947
532.214	2805
532.481	2524
532.748	2403
533.016	2143
533.283	2151
533.55	1994
533.818	1908
534.085	1946
534.353	2070
534.62	2065
534.887	2135
535.155	2443
535.422	2612
535.689	3159
535.956	3851
536.224	4658
536.491	5699
536.758	7115
537.026	8555
537.293	10134
537.56	12104
537.828	14181
538.095	16454
538.362	18518
538.629	20484
538.896	21929
539.164	23230
539.431	24021
539.698	24924
539.965	25771
540.232	26389
540.5	27292
540.767	27453
541.034	27483
541.301	28067
541.568	28614
541.836	28640
542.103	28915
542.37	29181
542.637	28459
542.904	28475
543.171	27644
543.438	26802
