582.888	91
583.154	136
583.42	79
583.686	55
583.951	116
584.217	91
584.483	64
584.749	46
585.015	79
585.281	53
585.547	3
585.813	20
586.079	80
586.345	65
586.61	46
586.876	25
587.142	88
587.408	92
587.674	34
587.94	27
588.206	30
588.471	80
588.737	8
589.003	12
589.269	42
589.534	55
589.8	28
590.066	19
590.332	28
590.598	20
590.863	-22
591.129	20
591.395	22
591.66	19
591.926	31
592.192	57
592.458	23
592.723	25
592.989	26
593.255	-3
593.52	30
593.786	50
594.051	63
594.317	0
594.583	17
594.848	43
595.114	48
595.38	-3
595.645	-51
595.911	-18
596.176	2
596.442	-11
596.707	-21
596.973	50
597.238	-1
597.504	47
597.77	2
598.035	-7
598.301	0
598.566	-21
598.832	-18
599.097	-33
599.362	38
599.628	48
599.893	-6
600.159	-32
600.424	14
600.69	29
600.955	16
601.221	-25
601.486	20
601.751	-8
602.017	-34
602.282	-17
602.547	2
602.813	40
603.078	-16
603.344	-27
603.609	18
603.874	69
604.14	44
604.405	-12
604.67	-10
604.935	28
605.201	37
605.466	4
605.731	1
605.997	39
606.262	52
606.527	-41
606.792	-3
607.058	54
607.323	50
607.588	7
607.853	-11
608.118	10
608.384	29
608.649	-1
608.914	31
609.179	19
609.444	19
609.709	33
609.974	-34
610.24	5
610.505	-10
610.77	-2
611.035	-45
611.3	12
611.565	10
611.83	44
612.095	8
612.36	-13
612.625	13
612.89	52
613.155	40
613.42	-16
613.685	94
613.951	22
614.216	31
614.48	-5
614.745	4
615.01	28
615.275	16
615.54	21
615.805	-3
616.07	15
616.335	12
616.6	-45
616.865	22
617.13	54
617.395	19
617.66	13
617.925	14
618.189	29
618.454	71
618.719	10
618.984	-18
619.249	20
619.514	22
619.778	30
620.043	-28
620.308	20
620.573	52
620.838	-23
621.102	-7
621.367	40
621.632	71
621.897	37
622.161	15
622.426	-2
622.691	12
622.956	75
623.22	21
623.485	38
623.75	43
624.014	40
624.279	29
624.544	27
624.808	47
625.073	18
625.338	-49
625.602	-27
625.867	38
626.131	79
626.396	-9
626.661	22
626.925	5
627.19	75
627.454	63
627.719	10
627.983	-7
628.248	78
628.513	81
628.777	26
629.042	68
629.306	71
629.57	53
629.835	3
630.099	47
630.364	84
630.628	61
630.893	30
631.157	-3
631.422	54
631.686	100
631.951	46
632.215	11
632.479	58
632.744	145
633.008	76
633.272	72
633.537	74
633.801	103
634.065	105
634.33	80
634.594	100
634.858	177
635.123	101
635.387	106
635.651	87
635.916	152
636.18	189
636.444	118
636.708	109
636.973	171
637.237	197
637.501	179
637.765	204
638.03	247
638.294	279
638.558	222
638.822	266
639.086	271
639.35	329
639.615	290
639.879	305
640.143	341
640.407	403
640.671	458
640.935	453
641.199	549
641.463	605
641.727	590
641.992	725
642.256	810
642.52	902
642.784	1122
643.048	1228
643.312	1399
643.576	1639
643.84	1883
644.104	2156
644.368	2417
644.632	2762
644.896	3335
645.16	3857
645.424	4408
645.688	5014
645.951	5520
646.215	6138
646.479	6801
646.743	7513
647.007	7987
647.271	8633
647.535	9444
647.799	10222
648.063	10950
648.326	11434
648.59	12311
648.854	12900
649.118	13460
649.382	14195
649.646	14760
649.909	15741
650.173	16412
650.437	17351
650.701	17889
650.964	18285
651.228	19171
651.492	19652
651.756	19886
652.019	20231
652.283	20694
652.547	21094
652.81	21367
653.074	21731
653.338	21765
653.601	22088
653.865	22588
654.129	22705
654.392	23514
654.656	23710
654.92	24229
655.183	24749
655.447	24806
655.71	24963
655.974	25232
656.237	25146
656.501	25230
656.765	25356
657.028	25323
657.292	24983
657.555	24755
657.819	24524
658.082	24477
658.346	23759
658.609	23467
658.873	22975
659.136	22531
659.4	21906
659.663	21438
659.926	21030
660.19	20582
660.453	20618
660.717	20191
660.98	20396
661.244	20112
661.507	19732
661.77	19711
662.034	19654
662.297	19693
662.56	19661
662.824	19748
663.087	19787
663.35	19935
663.614	20231
663.877	20290
664.14	20312
664.403	20271
664.667	20601
664.93	20627
665.193	20880
665.456	21012
665.72	21254
665.983	21062
666.246	21558
666.509	21656
666.773	21584
667.036	22040
667.299	22005
667.562	21688
667.825	21976
668.088	22031
668.351	21813
668.615	21794
668.878	21396
669.141	21460
669.404	21102
669.667	20753
669.93	20699
670.193	20055
670.456	19577
670.719	19163
670.982	19026
671.245	18138
671.508	17474
671.771	16750
672.034	15862
672.297	15224
672.56	14484
672.823	13668
673.086	12700
673.349	11828
673.612	11272
673.875	10215
674.138	9728
674.401	8964
674.664	8400
674.927	7651
675.19	6962
675.452	6336
675.715	5907
675.978	5440
676.241	4935
676.504	4844
676.767	4323
677.029	3922
677.292	3471
677.555	3239
677.818	3004
678.081	2731
678.343	2431
678.606	2306
678.869	2291
679.132	2047
679.394	1818
679.657	1681
679.92	1571
680.182	1526
680.445	1374
680.708	1245
680.97	1258
681.233	1186
681.496	1040
681.758	1028
682.021	1018
682.284	989
682.546	872
682.809	771
683.071	813
683.334	767
683.597	777
683.859	692
684.122	642
684.384	695
684.647	665
684.909	579
685.172	595
685.434	600
685.697	478
685.959	491
686.222	499
686.484	503
686.747	527
687.009	401
687.271	346
687.534	431
687.796	439
688.059	382
688.321	287
688.583	295
688.846	361
689.108	339
689.371	320
689.633	290
689.895	330
690.158	301
690.42	266
690.682	264
690.944	260
691.207	255
691.469	195
691.731	233
691.993	313
692.256	219
692.518	206
692.78	194
693.042	230
693.305	225
693.567	183
693.829	104
694.091	184
694.353	172
694.615	134
694.878	129
695.14	139
695.402	175
695.664	116
695.926	159
696.188	111
696.45	202
696.712	182
696.974	129
697.236	102
697.498	126
697.76	140
698.022	101
698.284	129
698.546	115
698.808	124
699.07	87
699.332	97
699.594	130
699.856	78
700.118	60
700.38	34
700.642	86
700.904	120
701.166	108
701.428	41
701.69	97
701.951	69
702.213	115
702.475	16
702.737	70
702.999	61
703.261	94
703.522	39
703.784	111
704.046	44
704.308	89
704.57	20
704.831	45
705.093	62
705.355	68
705.617	66
705.878	31
706.14	70
706.402	108
706.663	85
706.925	8
707.187	26
707.448	51
707.71	60
707.972	1
708.233	32
708.495	-7
708.756	6
709.018	28
709.28	23
709.541	83
709.803	22
710.064	0
710.326	16
710.587	62
710.849	33
711.11	0
711.372	21
711.633	35
711.895	28
712.156	51
712.418	36
712.679	58
712.941	47
713.202	41
713.463	34
713.725	39
713.986	40
714.248	-30
714.509	-18
714.77	8
715.032	99
715.293	64
715.554	-28
715.816	-20
716.077	23
716.338	30
716.599	52
716.861	11
717.122	8
717.383	33
717.645	17
717.906	-11
718.167	34
718.428	-1
718.689	18
718.951	-18
719.212	51
719.473	13
719.734	35
719.995	37
720.256	12
720.518	17
720.779	27
721.04	6
721.301	-27
721.562	0
721.823	10
722.084	-19
722.345	-28
722.606	43
722.867	57
723.128	-12
723.389	-22
723.65	41
723.911	49
724.172	13
724.433	-52
724.694	55
724.955	26
725.216	-10
725.477	-19
725.738	9
725.999	27
726.26	-4
726.521	0
726.781	-31
727.042	63
727.303	39
727.564	-11
727.825	-16
728.086	-1
728.346	37
728.607	-1
728.868	19
729.129	-8
729.39	14
729.65	-17
729.911	26
730.172	7
730.433	36
730.693	-5
730.954	-33
731.215	57
731.475	49
731.736	-15
731.997	-30
732.257	6
732.518	38
732.779	42
733.039	-14
733.3	-21
733.56	41
733.821	11
734.082	12
734.342	15
734.603	22
734.863	39
735.124	-14
735.384	-5
735.645	33
735.905	52
736.166	-10
736.426	-73
736.687	17
736.947	22
737.208	44
737.468	12
737.729	-21
737.989	13
738.249	11
738.51	-9
738.77	-7
739.031	57
739.291	37
739.551	9
739.812	26
